,Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
1519,100251967,64,4,7928462.509139774,3,5,3,353,11,Loyal Customers
1520,100251968,125,4,8059639.9231633525,2,5,3,253,10,Loyal Customers
1521,100251969,66,1,8325811.973222969,3,2,3,323,8,Potential Loyalist
1522,100251970,116,2,3691690.096604949,2,3,3,233,8,Potential Loyalist
1523,100251971,72,4,47830221.861750945,3,5,5,355,13,Champions
1524,100251972,18,3,35804880.26524793,5,4,5,545,14,Champions
1525,100251973,102,2,4011210.308698396,3,3,3,333,9,Potential Loyalist
1526,100251974,34,2,16833176.872767758,4,3,4,434,11,Loyal Customers
1527,100251975,45,2,2867615.4546346394,4,3,2,432,9,Potential Loyalist
1528,100251976,171,1,4567556.269794781,1,2,3,123,6,At Risk
1529,100251977,212,1,3118945.86268361,1,2,2,122,5,At Risk
1530,100251978,141,2,231027.90808974038,2,3,1,231,6,At Risk
1531,100251979,49,6,132972667.0130063,4,5,5,455,14,Champions
1532,100251980,44,1,299815.9860066888,4,2,1,421,7,Potential Loyalist
1533,100251981,17,3,4504553.81443733,5,4,3,543,12,Loyal Customers
1534,100251983,74,3,75626838.0304017,3,4,5,345,12,Loyal Customers
1535,100251986,185,1,8157188.19429579,1,2,3,123,6,At Risk
1536,100251987,204,1,152492.03922965983,1,2,1,121,4,Hibernating
1537,100251988,22,10,57864593.55388582,5,5,5,555,15,Champions
1538,100251990,55,1,84100.84624435406,4,2,1,421,7,Potential Loyalist
1539,100251991,13,2,12796692.199248116,5,3,4,534,12,Loyal Customers
1540,100251992,35,3,103463876.94019324,4,4,5,445,13,Champions
1541,100251993,37,4,4007752.6800419255,4,5,3,453,12,Loyal Customers
1542,100251994,163,1,21912571.66070728,1,2,4,124,7,Potential Loyalist
1543,100251997,165,1,2825072.1698198095,1,2,2,122,5,At Risk
1544,100251998,42,1,2920950.3110279255,4,2,2,422,8,Potential Loyalist
1545,100252000,36,4,69642143.94912398,4,5,5,455,14,Champions
1546,100252001,54,1,2947045.186302313,4,2,2,422,8,Potential Loyalist
1547,100252003,137,5,114166179.61942355,2,5,5,255,12,Loyal Customers
1548,100252004,18,1,5629927.408902693,5,2,3,523,10,Loyal Customers
1549,100252005,168,1,15818582.057507828,1,2,4,124,7,Potential Loyalist
1550,100252006,65,1,38703505.61207664,3,2,5,325,10,Loyal Customers
1551,100252009,136,1,1569095.1458497825,2,2,2,222,6,At Risk
1552,100252010,21,4,6380009.864676194,5,5,3,553,13,Champions
1553,100252011,168,1,164573.32763883393,1,2,1,121,4,Hibernating
1554,100252012,37,2,16012114.22826631,4,3,4,434,11,Loyal Customers
1555,100252013,58,3,3858016.315830513,3,4,3,343,10,Loyal Customers
1556,100252014,31,4,51738302.88729658,5,5,5,555,15,Champions
1557,100252015,132,3,28961080.041121136,2,4,5,245,11,Loyal Customers
1558,100252016,30,5,129866105.33203518,5,5,5,555,15,Champions
1559,100252017,48,2,4109464.9749229597,4,3,3,433,10,Loyal Customers
1560,100252019,60,2,49308593.57104355,3,3,5,335,11,Loyal Customers
1561,100252020,152,3,51169101.81517139,2,4,5,245,11,Loyal Customers
1562,100252022,48,1,90348.73522683418,4,2,1,421,7,Potential Loyalist
1563,100252023,150,5,2476082.5973417913,2,5,2,252,9,Potential Loyalist
1564,100252024,133,1,9176249.551032797,2,2,3,223,7,Potential Loyalist
1565,100252026,42,2,36572694.78703448,4,3,5,435,12,Loyal Customers
1566,100252027,41,3,26013031.86664651,4,4,4,444,12,Loyal Customers
1567,100252028,20,1,20323787.346623275,5,2,4,524,11,Loyal Customers
1568,100252029,211,1,33136080.32792102,1,2,5,125,8,Potential Loyalist
1569,100252030,13,2,50101309.57298758,5,3,5,535,13,Champions
1570,100252031,60,1,20177489.849580392,3,2,4,324,9,Potential Loyalist
1571,100252032,146,1,2803441.3461248535,2,2,2,222,6,At Risk
1572,100252033,188,1,1221502.3153787388,1,2,2,122,5,At Risk
1573,100252034,170,2,10229053.930131076,1,3,4,134,8,Potential Loyalist
1574,100252035,35,8,43506391.98350533,4,5,5,455,14,Champions
1575,100252036,2,4,10251389.243736727,5,5,4,554,14,Champions
1576,100252037,185,1,2763338.7048202017,1,2,2,122,5,At Risk
1577,100252038,205,1,1506923.9590479236,1,2,2,122,5,At Risk
1578,100252039,106,1,1465555.8665910424,3,2,2,322,7,Potential Loyalist
1579,100252040,205,1,54877.26806512138,1,2,1,121,4,Hibernating
1580,100252041,95,1,4946225.2800076315,3,2,3,323,8,Potential Loyalist
1581,100252042,13,6,119771077.47191872,5,5,5,555,15,Champions
1582,100252043,172,3,11309372.430050269,1,4,4,144,9,Potential Loyalist
1583,100252044,18,3,4652181.756075432,5,4,3,543,12,Loyal Customers
1584,100252045,16,2,12005682.285904288,5,3,4,534,12,Loyal Customers
1585,100252046,86,6,13091555.793082422,3,5,4,354,12,Loyal Customers
1586,100252047,28,1,27351840.982099622,5,2,4,524,11,Loyal Customers
1587,100252048,47,3,3555055.428468743,4,4,3,443,11,Loyal Customers
1588,100252050,151,1,941062.5834766055,2,2,1,221,5,At Risk
1589,100252051,3,5,36288547.143358804,5,5,5,555,15,Champions
1590,100252052,42,3,26500679.043279335,4,4,4,444,12,Loyal Customers
1591,100252053,14,6,91063734.96171674,5,5,5,555,15,Champions
1592,100252054,110,2,3332435.041607689,3,3,2,332,8,Potential Loyalist
1593,100252055,58,1,23885146.767979283,3,2,4,324,9,Potential Loyalist
1594,100252056,8,3,112636850.10396034,5,4,5,545,14,Champions
1595,100252057,128,2,32197802.521463897,2,3,5,235,10,Loyal Customers
1596,100252059,46,1,37149673.761979766,4,2,5,425,11,Loyal Customers
1597,100252061,178,1,706670.8716177687,1,2,1,121,4,Hibernating
1598,100252062,82,1,2973583.490768389,3,2,2,322,7,Potential Loyalist
1599,100252063,31,5,160353752.39303944,5,5,5,555,15,Champions
1600,100252064,31,3,43114401.019826815,5,4,5,545,14,Champions
1601,100252065,216,1,17187962.616258334,1,2,4,124,7,Potential Loyalist
1602,100252066,25,6,37718616.66550125,5,5,5,555,15,Champions
1603,100252067,39,2,6942821.624863448,4,3,3,433,10,Loyal Customers
1604,100252068,126,1,10927279.50642849,2,2,4,224,8,Potential Loyalist
1605,100252071,171,1,24398699.009306785,1,2,4,124,7,Potential Loyalist
1606,100252073,45,1,51494.06038219481,4,2,1,421,7,Potential Loyalist
1607,100252076,165,1,824234.1514254364,1,2,1,121,4,Hibernating
1608,100252077,36,3,26880972.962157443,4,4,4,444,12,Loyal Customers
1609,100252079,84,6,122291801.49184558,3,5,5,355,13,Champions
1610,100252080,150,1,5098239.356107621,2,2,3,223,7,Potential Loyalist
1611,100252081,164,1,4441009.684238876,1,2,3,123,6,At Risk
1612,100252082,199,1,7877972.4948074315,1,2,3,123,6,At Risk
1613,100252083,142,2,2165058.2002628217,2,3,2,232,7,Potential Loyalist
1614,100252085,10,2,27999574.769510634,5,3,4,534,12,Loyal Customers
1615,100252086,85,1,1386883.3842837538,3,2,2,322,7,Potential Loyalist
1616,100252087,159,1,551857.4897961046,1,2,1,121,4,Hibernating
1617,100252088,12,4,15284119.044998731,5,5,4,554,14,Champions
1618,100252089,216,1,5147294.109148484,1,2,3,123,6,At Risk
1619,100252090,50,5,19852240.573070627,4,5,4,454,13,Champions
1620,100252093,25,2,45577589.77540821,5,3,5,535,13,Champions
1621,100252096,49,1,1435448.7930298229,4,2,2,422,8,Potential Loyalist
1622,100252097,114,3,8493517.65732936,2,4,3,243,9,Potential Loyalist
1623,100252100,213,1,86707.26036519007,1,2,1,121,4,Hibernating
1624,100252101,66,1,40443434.46601106,3,2,5,325,10,Loyal Customers
1625,100252102,48,4,20418670.875650674,4,5,4,454,13,Champions
1626,100252103,53,4,6017893.280003826,4,5,3,453,12,Loyal Customers
1627,100252105,154,3,20089843.268702466,2,4,4,244,10,Loyal Customers
1628,100252106,52,5,94260502.23340923,4,5,5,455,14,Champions
1629,100252107,152,1,5463977.33103055,2,2,3,223,7,Potential Loyalist
1630,100252108,133,4,6988737.1902273055,2,5,3,253,10,Loyal Customers
1631,100252109,159,1,4649176.614164517,1,2,3,123,6,At Risk
1632,100252110,131,2,796661.4477463051,2,3,1,231,6,At Risk
1633,100252111,25,7,15274970.990391476,5,5,4,554,14,Champions
1634,100252112,135,4,41485840.247910045,2,5,5,255,12,Loyal Customers
1635,100252113,29,2,3631794.407709468,5,3,3,533,11,Loyal Customers
1636,100252114,65,3,59109941.67624238,3,4,5,345,12,Loyal Customers
1637,100252115,80,4,4571007.714189231,3,5,3,353,11,Loyal Customers
1638,100252117,54,2,1698878.5418919316,4,3,2,432,9,Potential Loyalist
1639,100252118,157,1,244012.4614336981,1,2,1,121,4,Hibernating
1640,100252119,40,2,317980.10315791436,4,3,1,431,8,Potential Loyalist
1641,100252120,35,2,1681375.7326480544,4,3,2,432,9,Potential Loyalist
1642,100252121,121,1,1637331.7506912034,2,2,2,222,6,At Risk
1643,100252123,164,1,15483288.132946819,1,2,4,124,7,Potential Loyalist
1644,100252124,55,1,1006966.1780868805,4,2,1,421,7,Potential Loyalist
1645,100252125,170,1,2186348.8585103475,1,2,2,122,5,At Risk
1646,100252127,166,1,1488126.804725077,1,2,2,122,5,At Risk
1647,100252128,12,7,15800699.596652873,5,5,4,554,14,Champions
1648,100252129,149,1,3631884.89115379,2,2,3,223,7,Potential Loyalist
1649,100252130,15,4,20060569.270053722,5,5,4,554,14,Champions
1650,100252131,140,1,4568390.842832159,2,2,3,223,7,Potential Loyalist
1651,100252132,39,3,1889930.200824928,4,4,2,442,10,Loyal Customers
1652,100252133,4,3,10900283.61557273,5,4,4,544,13,Champions
1653,100252134,152,1,2534474.63064851,2,2,2,222,6,At Risk
1654,100252135,169,1,1120788.1173941642,1,2,2,122,5,At Risk
1655,100252137,21,3,19271571.045650903,5,4,4,544,13,Champions
1656,100252139,121,3,21289872.7725908,2,4,4,244,10,Loyal Customers
1657,100252140,5,7,11724611.323895833,5,5,4,554,14,Champions
1658,100252141,52,2,51665106.51468207,4,3,5,435,12,Loyal Customers
1659,100252142,170,1,22145600.799469512,1,2,4,124,7,Potential Loyalist
1660,100252143,186,1,240430.54214159306,1,2,1,121,4,Hibernating
1661,100252145,162,1,17165622.739979222,1,2,4,124,7,Potential Loyalist
1662,100252146,138,1,5005766.966337519,2,2,3,223,7,Potential Loyalist
1663,100252147,123,1,4974241.322145407,2,2,3,223,7,Potential Loyalist
1664,100252148,50,1,7941025.640854054,4,2,3,423,9,Potential Loyalist
1665,100252149,8,4,4223067.7299059685,5,5,3,553,13,Champions
1666,100252150,25,3,10682944.866536723,5,4,4,544,13,Champions
1667,100252151,56,2,497504.95400768385,4,3,1,431,8,Potential Loyalist
1668,100252152,118,2,20450311.97675765,2,3,4,234,9,Potential Loyalist
1669,100252153,56,1,26886480.832608476,4,2,4,424,10,Loyal Customers
1670,100252154,168,1,310143.0496932845,1,2,1,121,4,Hibernating
1671,100252157,8,4,35257744.49819298,5,5,5,555,15,Champions
1672,100252159,18,3,3406204.867707244,5,4,2,542,11,Loyal Customers
1673,100252160,194,2,264882.3155662307,1,3,1,131,5,At Risk
1674,100252161,9,6,10863948.096343044,5,5,4,554,14,Champions
1675,100252162,23,3,2362963.5046941475,5,4,2,542,11,Loyal Customers
1676,100252164,204,1,649065.4440403781,1,2,1,121,4,Hibernating
1677,100252165,157,1,1014738.316996363,1,2,1,121,4,Hibernating
1678,100252166,58,3,1888567.664351557,3,4,2,342,9,Potential Loyalist
1679,100252167,8,5,80049709.3485282,5,5,5,555,15,Champions
1680,100252169,56,3,63970187.02644491,4,4,5,445,13,Champions
1681,100252170,38,1,23413658.096958324,4,2,4,424,10,Loyal Customers
1682,100252171,169,1,959176.26176404,1,2,1,121,4,Hibernating
1683,100252173,33,1,174301.52346951704,4,2,1,421,7,Potential Loyalist
1684,100252174,17,1,49368294.14436337,5,2,5,525,12,Loyal Customers
1685,100252175,93,5,43908004.3895133,3,5,5,355,13,Champions
1686,100252176,146,1,842386.9967262162,2,2,1,221,5,At Risk
1687,100252177,12,3,22881987.85817624,5,4,4,544,13,Champions
1688,100252178,163,3,1086657.8445133355,1,4,2,142,7,Potential Loyalist
1689,100252179,15,6,43683127.86512735,5,5,5,555,15,Champions
1690,100252180,195,1,168748.98279923035,1,2,1,121,4,Hibernating
1691,100252181,1,8,26656238.560102317,5,5,4,554,14,Champions
1692,100252183,48,1,630203.7471391038,4,2,1,421,7,Potential Loyalist
1693,100252184,108,3,13920473.115376616,3,4,4,344,11,Loyal Customers
1694,100252185,20,4,14756302.289331626,5,5,4,554,14,Champions
1695,100252186,97,3,41258562.3055473,3,4,5,345,12,Loyal Customers
1696,100252188,120,2,4863376.683233654,2,3,3,233,8,Potential Loyalist
1697,100252189,32,4,7786135.568185775,5,5,3,553,13,Champions
1698,100252191,201,1,3183932.6149713052,1,2,2,122,5,At Risk
1699,100252192,70,4,5736117.328922039,3,5,3,353,11,Loyal Customers
1700,100252193,156,1,243461.56887741308,2,2,1,221,5,At Risk
1701,100252194,156,1,6247857.624083431,2,2,3,223,7,Potential Loyalist
1702,100252195,44,8,69982713.3642064,4,5,5,455,14,Champions
1703,100252196,170,1,3258323.2564750663,1,2,2,122,5,At Risk
1704,100252197,162,1,1746341.685653967,1,2,2,122,5,At Risk
1705,100252198,144,1,737408.2574441001,2,2,1,221,5,At Risk
1706,100252199,9,5,36809394.1322363,5,5,5,555,15,Champions
1707,100252200,37,4,100781270.68410388,4,5,5,455,14,Champions
1708,100252201,2,8,51527762.636215344,5,5,5,555,15,Champions
1709,100252202,9,2,544426.4230390639,5,3,1,531,9,Potential Loyalist
1710,100252204,81,3,17813368.33500335,3,4,4,344,11,Loyal Customers
1711,100252205,6,2,55342348.114983305,5,3,5,535,13,Champions
1712,100252206,153,3,11647312.040008716,2,4,4,244,10,Loyal Customers
1713,100252209,51,2,9733529.393977623,4,3,4,434,11,Loyal Customers
1714,100252210,151,1,276638.3278349671,2,2,1,221,5,At Risk
1715,100252211,109,1,6536368.991921657,3,2,3,323,8,Potential Loyalist
1716,100252212,168,1,3150491.03008548,1,2,2,122,5,At Risk
1717,100252213,141,1,2665511.946013051,2,2,2,222,6,At Risk
1718,100252216,73,1,2825026.246453838,3,2,2,322,7,Potential Loyalist
1719,100252217,161,1,744551.4643453211,1,2,1,121,4,Hibernating
1720,100252218,35,3,933602.1760216994,4,4,1,441,9,Potential Loyalist
1721,100252219,172,1,305085.83238684165,1,2,1,121,4,Hibernating
1722,100252220,10,3,7709298.2981373025,5,4,3,543,12,Loyal Customers
1723,100252222,162,2,28399969.039748542,1,3,4,134,8,Potential Loyalist
1724,100252223,47,1,617906.7083933282,4,2,1,421,7,Potential Loyalist
1725,100252224,38,2,9659002.854218895,4,3,4,434,11,Loyal Customers
1726,100252225,207,1,33435.8859533876,1,2,1,121,4,Hibernating
1727,100252226,211,1,5264220.470611969,1,2,3,123,6,At Risk
1728,100252227,19,3,26803321.95500419,5,4,4,544,13,Champions
1729,100252228,92,2,1465291.452637272,3,3,2,332,8,Potential Loyalist
1730,100252229,29,2,892231.2607666863,5,3,1,531,9,Potential Loyalist
1731,100252231,55,3,5820352.8285236955,4,4,3,443,11,Loyal Customers
1732,100252232,29,1,1511926.3021061707,5,2,2,522,9,Potential Loyalist
1733,100252234,36,1,42371874.307581276,4,2,5,425,11,Loyal Customers
1734,100252235,102,1,2918249.464086495,3,2,2,322,7,Potential Loyalist
1735,100252236,59,1,529442.189303198,3,2,1,321,6,At Risk
1736,100252237,165,1,7420210.320120352,1,2,3,123,6,At Risk
1737,100252238,168,1,4915450.743539949,1,2,3,123,6,At Risk
1738,100252239,101,3,1426714.2235842168,3,4,2,342,9,Potential Loyalist
1739,100252240,167,1,22118770.147344615,1,2,4,124,7,Potential Loyalist
1740,100252241,181,2,44197394.86537403,1,3,5,135,9,Potential Loyalist
1741,100252243,4,4,23310994.940705843,5,5,4,554,14,Champions
1742,100252244,15,5,32454247.300591607,5,5,5,555,15,Champions
1743,100252245,34,10,6216493.969073984,4,5,3,453,12,Loyal Customers
1744,100252246,122,1,18989749.628193654,2,2,4,224,8,Potential Loyalist
1745,100252247,170,1,27468627.173320234,1,2,4,124,7,Potential Loyalist
1746,100252248,160,1,39213864.691910096,1,2,5,125,8,Potential Loyalist
1747,100252249,62,1,1281331.0110119164,3,2,2,322,7,Potential Loyalist
1748,100252250,69,1,1120570.7650159805,3,2,2,322,7,Potential Loyalist
1749,100252251,6,2,11927288.028115198,5,3,4,534,12,Loyal Customers
1750,100252253,207,1,1797119.4236783823,1,2,2,122,5,At Risk
1751,100252254,53,3,9799530.192517761,4,4,4,444,12,Loyal Customers
1752,100252255,180,1,5630913.268653293,1,2,3,123,6,At Risk
1753,100252256,83,2,10123858.36216899,3,3,4,334,10,Loyal Customers
1754,100252257,56,1,39370.979532660924,4,2,1,421,7,Potential Loyalist
1755,100252259,4,4,14779078.910143582,5,5,4,554,14,Champions
1756,100252260,32,2,48255313.598973095,5,3,5,535,13,Champions
1757,100252262,176,1,261482.6815105048,1,2,1,121,4,Hibernating
1758,100252263,114,1,16437384.327330476,2,2,4,224,8,Potential Loyalist
1759,100252264,66,1,11964877.13968083,3,2,4,324,9,Potential Loyalist
1760,100252265,44,7,55691346.72461867,4,5,5,455,14,Champions
1761,100252266,23,4,18687624.787840344,5,5,4,554,14,Champions
1762,100252267,217,1,2353093.6755189467,1,2,2,122,5,At Risk
1763,100252268,53,2,1811734.8226453362,4,3,2,432,9,Potential Loyalist
1764,100252269,72,2,11171285.40199808,3,3,4,334,10,Loyal Customers
1765,100252270,100,3,3427054.081050033,3,4,2,342,9,Potential Loyalist
1766,100252272,47,1,6296495.058531864,4,2,3,423,9,Potential Loyalist
1767,100252273,194,1,1594243.0762526144,1,2,2,122,5,At Risk
1768,100252274,11,8,46621691.880023696,5,5,5,555,15,Champions
1769,100252275,49,4,2619281.773343133,4,5,2,452,11,Loyal Customers
1770,100252276,124,1,225874.27751900672,2,2,1,221,5,At Risk
1771,100252277,118,1,3060222.2271391177,2,2,2,222,6,At Risk
1772,100252278,17,3,26700810.51992208,5,4,4,544,13,Champions
1773,100252280,68,1,47313399.81207396,3,2,5,325,10,Loyal Customers
1774,100252281,93,2,30290244.582029387,3,3,5,335,11,Loyal Customers
1775,100252283,73,1,2973152.356623097,3,2,2,322,7,Potential Loyalist
1776,100252284,11,4,24384067.792729277,5,5,4,554,14,Champions
1777,100252285,139,1,2521577.1222899253,2,2,2,222,6,At Risk
1778,100252287,148,2,2255870.763576749,2,3,2,232,7,Potential Loyalist
1779,100252288,124,1,4923030.8661059,2,2,3,223,7,Potential Loyalist
1780,100252290,176,2,2568990.392872882,1,3,2,132,6,At Risk
1781,100252291,20,4,4084142.3372337287,5,5,3,553,13,Champions
1782,100252292,33,1,1195145.5835860625,4,2,2,422,8,Potential Loyalist
1783,100252293,141,1,2683218.266245787,2,2,2,222,6,At Risk
1784,100252294,63,1,4502060.461060936,3,2,3,323,8,Potential Loyalist
1785,100252295,66,5,143985508.57466945,3,5,5,355,13,Champions
1786,100252296,28,8,54696200.73302221,5,5,5,555,15,Champions
1787,100252297,155,3,123894.59413336507,2,4,1,241,7,Potential Loyalist
1788,100252298,100,5,125436742.22963017,3,5,5,355,13,Champions
1789,100252299,38,3,2427557.157243573,4,4,2,442,10,Loyal Customers
1790,100252300,14,3,14870926.670936022,5,4,4,544,13,Champions
1791,100252301,171,2,18460425.41755765,1,3,4,134,8,Potential Loyalist
1792,100252302,57,5,12511301.448402924,4,5,4,454,13,Champions
1793,100252303,34,2,22327839.23375575,4,3,4,434,11,Loyal Customers
1794,100252304,140,1,24755304.8772329,2,2,4,224,8,Potential Loyalist
1795,100252305,206,1,12407450.18620601,1,2,4,124,7,Potential Loyalist
1796,100252306,141,2,833605.863718136,2,3,1,231,6,At Risk
1797,100252308,59,2,10610069.90422863,3,3,4,334,10,Loyal Customers
1798,100252309,115,2,58112618.8269625,2,3,5,235,10,Loyal Customers
1799,100252310,18,1,66329.2297468021,5,2,1,521,8,Potential Loyalist
1800,100252311,211,1,2641005.9569955673,1,2,2,122,5,At Risk
1801,100252312,165,1,6240337.159861989,1,2,3,123,6,At Risk
1802,100252313,125,1,33267502.93183093,2,2,5,225,9,Potential Loyalist
1803,100252314,10,6,120226307.35609,5,5,5,555,15,Champions
1804,100252315,40,2,6374640.036227895,4,3,3,433,10,Loyal Customers
1805,100252317,43,4,13487878.837077856,4,5,4,454,13,Champions
1806,100252318,50,2,528268.2765903391,4,3,1,431,8,Potential Loyalist
1807,100252320,143,4,3315551.2573182746,2,5,2,252,9,Potential Loyalist
1808,100252321,65,3,7888959.445682582,3,4,3,343,10,Loyal Customers
1809,100252322,82,4,72613783.52821356,3,5,5,355,13,Champions
1810,100252324,23,7,190547640.41262555,5,5,5,555,15,Champions
1811,100252325,78,1,24854860.902681805,3,2,4,324,9,Potential Loyalist
1812,100252326,109,1,35942792.10764435,3,2,5,325,10,Loyal Customers
1813,100252327,61,1,402386.8483122759,3,2,1,321,6,At Risk
1814,100252328,17,5,23492911.01583583,5,5,4,554,14,Champions
1815,100252329,27,1,745894.69986396,5,2,1,521,8,Potential Loyalist
1816,100252330,212,1,1458566.2920140892,1,2,2,122,5,At Risk
1817,100252332,171,2,891885.0865342533,1,3,1,131,5,At Risk
1818,100252333,56,3,4478577.596948112,4,4,3,443,11,Loyal Customers
1819,100252334,155,1,653652.4787382699,2,2,1,221,5,At Risk
1820,100252336,67,1,396633.12839407614,3,2,1,321,6,At Risk
1821,100252337,168,1,139640.60424139482,1,2,1,121,4,Hibernating
1822,100252338,124,1,2143304.838647359,2,2,2,222,6,At Risk
1823,100252339,151,1,174179.36980454257,2,2,1,221,5,At Risk
1824,100252341,186,1,21790.803230439025,1,2,1,121,4,Hibernating
1825,100252342,48,3,14303777.174957624,4,4,4,444,12,Loyal Customers
1826,100252343,182,1,273004.66418617964,1,2,1,121,4,Hibernating
1827,100252344,69,1,5389890.69982747,3,2,3,323,8,Potential Loyalist
1828,100252345,124,1,3723015.544128395,2,2,3,223,7,Potential Loyalist
1829,100252346,99,1,2568410.511919782,3,2,2,322,7,Potential Loyalist
1830,100252347,116,3,86719588.66412547,2,4,5,245,11,Loyal Customers
1831,100252348,139,3,46159878.721159674,2,4,5,245,11,Loyal Customers
1832,100252349,137,1,32080314.950876538,2,2,5,225,9,Potential Loyalist
1833,100252350,162,1,473064.0157953331,1,2,1,121,4,Hibernating
1834,100252352,37,3,9268676.221096953,4,4,4,444,12,Loyal Customers
1835,100252353,36,1,10536791.17469423,4,2,4,424,10,Loyal Customers
1836,100252355,126,2,7806589.970866483,2,3,3,233,8,Potential Loyalist
1837,100252357,54,1,134411.34055713727,4,2,1,421,7,Potential Loyalist
1838,100252358,6,5,123195265.49018645,5,5,5,555,15,Champions
1839,100252359,19,11,28664794.544033006,5,5,4,554,14,Champions
1840,100252360,76,1,5156835.073025334,3,2,3,323,8,Potential Loyalist
1841,100252361,81,2,6442964.934419958,3,3,3,333,9,Potential Loyalist
1842,100252363,45,2,1299893.907101535,4,3,2,432,9,Potential Loyalist
1843,100252364,60,6,11198119.103478856,3,5,4,354,12,Loyal Customers
1844,100252365,160,2,1013476.5895763934,1,3,1,131,5,At Risk
1845,100252366,71,2,40604801.1951591,3,3,5,335,11,Loyal Customers
1846,100252367,85,1,2388902.526488635,3,2,2,322,7,Potential Loyalist
1847,100252370,33,3,23180459.008357894,4,4,4,444,12,Loyal Customers
1848,100252371,158,1,8190591.867370409,1,2,3,123,6,At Risk
1849,100252372,25,10,138586912.00379518,5,5,5,555,15,Champions
1850,100252373,181,1,17512476.040964857,1,2,4,124,7,Potential Loyalist
1851,100252374,106,2,102583.66258090039,3,3,1,331,7,Potential Loyalist
1852,100252375,200,2,17437076.631120704,1,3,4,134,8,Potential Loyalist
1853,100252377,190,1,944256.3493001736,1,2,1,121,4,Hibernating
1854,100252378,211,1,10105329.783454431,1,2,4,124,7,Potential Loyalist
1855,100252379,192,1,3951780.7547125514,1,2,3,123,6,At Risk
1856,100252380,158,2,31295060.85253575,1,3,5,135,9,Potential Loyalist
1857,100252381,21,4,9830789.92927964,5,5,4,554,14,Champions
1858,100252382,12,1,22910159.782518957,5,2,4,524,11,Loyal Customers
1859,100252383,50,2,4915834.704645418,4,3,3,433,10,Loyal Customers
1860,100252384,53,4,10662305.482734365,4,5,4,454,13,Champions
1861,100252387,195,1,1951305.6821694875,1,2,2,122,5,At Risk
1862,100252388,62,1,4136280.743629078,3,2,3,323,8,Potential Loyalist
1863,100252389,194,1,11042093.332704732,1,2,4,124,7,Potential Loyalist
1864,100252391,86,3,112398752.02933006,3,4,5,345,12,Loyal Customers
1865,100252392,51,1,5284309.909231441,4,2,3,423,9,Potential Loyalist
1866,100252394,35,6,136738592.5553671,4,5,5,455,14,Champions
1867,100252396,90,3,18151372.72770296,3,4,4,344,11,Loyal Customers
1868,100252397,8,3,63925155.7741998,5,4,5,545,14,Champions
1869,100252398,202,1,422014.65086956834,1,2,1,121,4,Hibernating
1870,100252399,167,1,306418.15218773525,1,2,1,121,4,Hibernating
1871,100252400,3,4,26608497.69135218,5,5,4,554,14,Champions
1872,100252402,181,3,226043.83726333486,1,4,1,141,6,At Risk
1873,100252403,34,6,153181911.85728693,4,5,5,455,14,Champions
1874,100252404,159,1,2330824.812415047,1,2,2,122,5,At Risk
1875,100252405,25,1,5012300.176653777,5,2,3,523,10,Loyal Customers
1876,100252406,136,1,34155134.195011236,2,2,5,225,9,Potential Loyalist
1877,100252407,59,5,97308204.8821914,3,5,5,355,13,Champions
1878,100252408,152,4,1073761.8914433017,2,5,2,252,9,Potential Loyalist
1879,100252409,45,1,10257571.419791982,4,2,4,424,10,Loyal Customers
1880,100252410,146,1,4798202.183547169,2,2,3,223,7,Potential Loyalist
1881,100252411,170,1,3132303.023681872,1,2,2,122,5,At Risk
1882,100252412,52,1,855092.7901673027,4,2,1,421,7,Potential Loyalist
1883,100252415,23,1,28493958.384867318,5,2,4,524,11,Loyal Customers
1884,100252416,113,1,19572.280400653293,2,2,1,221,5,At Risk
1885,100252417,99,1,530314.684206274,3,2,1,321,6,At Risk
1886,100252418,68,6,9353225.481484197,3,5,4,354,12,Loyal Customers
1887,100252419,100,1,3647694.6857222053,3,2,3,323,8,Potential Loyalist
1888,100252420,169,1,1113051.7530122476,1,2,2,122,5,At Risk
1889,100252421,201,1,1541270.3043349083,1,2,2,122,5,At Risk
1890,100252422,41,2,1044951.2748597766,4,3,1,431,8,Potential Loyalist
1891,100252423,50,5,94184438.20353754,4,5,5,455,14,Champions
1892,100252425,20,2,24423183.489190876,5,3,4,534,12,Loyal Customers
1893,100252426,134,1,163609.34621999945,2,2,1,221,5,At Risk
1894,100252427,20,1,544093.745986005,5,2,1,521,8,Potential Loyalist
1895,100252428,32,5,34555102.29018309,5,5,5,555,15,Champions
1896,100252429,154,1,9774949.09814571,2,2,4,224,8,Potential Loyalist
1897,100252430,122,2,19106255.46260132,2,3,4,234,9,Potential Loyalist
1898,100252431,148,1,347308.4800395318,2,2,1,221,5,At Risk
1899,100252432,128,1,172429.2958141084,2,2,1,221,5,At Risk
1900,100252433,79,5,11244721.030976148,3,5,4,354,12,Loyal Customers
1901,100252437,172,1,3513545.0463022646,1,2,3,123,6,At Risk
1902,100252438,153,1,685167.2604734829,2,2,1,221,5,At Risk
1903,100252439,69,1,4770094.024443387,3,2,3,323,8,Potential Loyalist
1904,100252441,84,4,44345753.32973527,3,5,5,355,13,Champions
1905,100252442,210,1,158183.91034175162,1,2,1,121,4,Hibernating
1906,100252443,133,1,19891249.78660736,2,2,4,224,8,Potential Loyalist
